pretty_comp,mbj_bandgap
Na6CoSe4,2.1013
KAcTe2,1.5988
BaAg,0.0055
CeSmI4,0.0015
SrCdO2,2.2161
Rb2WBr6,0.0205
Rh(OF3)2,0.13699999999999998
Ti2BeCo,0.0009
Sc2BeBr,0.0676
KrF2,4.1532
MnAu,0.0021
Lu2TeO6,3.8157
SrCuSO,0.0073
CdPbF6,4.0793
TlIO4,1.732
BC7,0.0081
DyAlNi,0.0064
Li3Bi,0.893
KAuC2,2.8759
TaInSe2,0.0113
Ti2InFe,0.005
Fe2AsSe,0.0125
NaAuC2,2.2398
KCrCl3,0.0272
NaAsS2,2.0967
Ho2ZnRu,0.0168
RbTeAu,1.8298
USiIr,0.0056
SBr,2.6384
VSnPO5,0.02
Lu2SO2,4.8336
CdGaRh2,0.16899999999999998
Li8NO3,4.708
Li2CaGe,0.0955
CuTe2Cl,0.4838
GaTeCl,2.9901
Ba(InTe2)2,1.4918
KBaTi,0.0145
MgTaZn,0.0298
Sn3N4,1.2875
KBeNb,0.006
ZrBe2Os,0.0064
BaO,3.4113
KSrNb2O6F,2.6153
Al2HgS4,3.0307
Rb2NaTlCl6,3.2199
Cd(HO)2,3.9194
AlPS4,3.395
Tb3CuGeS7,2.3856
LiZnSb,0.9981
SrAlSiH,1.0321
Na2PdS2,1.4905
K2AgSb,1.9601
CaSbAu,0.0653
WSe2,1.5869
RbNaTiO3,3.9303
Na4ScBe,0.0588
PaAs2,0.0013
CSO,5.3711
BiTeBr,1.8995
K2NaAs,1.704
EuTlS2,2.5435
GeH3Cl,6.8874
NbTl3Se4,2.0641
Mg(SnO2)4,1.5469
K3Ta3(BO)2,3.972
Ca2MgSi2O7,6.8998
KSr2Be,0.014
SrSc2O4,4.6541
BaAg2(HgO2)2,1.889
YbIn2Ni,0.0024
Ta(TeBr3)2,1.0206
YNiP,0.6609999999999999
BeNbOs2,0.0043
BaSnHgS4,2.9185
Rb2CO3,6.75
VP2,0.0163
Si3As4,0.9377
MgSnF4,4.7094
B6As,2.9285
MgSiP2,2.2358
BaCN2,5.0702
CaMg2N2,3.4522
Np(MnSi)2,0.0009
H6PbCNCl3,3.5799
BaSrPb2,0.004
Tl2MoO4,3.5257
Be2MoCl,0.0009
BeSiIr2,0.0092
YSiAu,0.0158
AuSeClO3,1.7053
Ba4CaTa,0.0483
PHN2,6.1326
HfGaCu,0.0145
W2NCl8,0.1608
NaH3CN4O,5.1454
Y2NCl3,3.0625
ReTeS,0.5655
Ba4MgW,0.0625
YbB6,0.1159
Na2Zn2Se3,2.9305
CdBiSe2I,1.9468
YTiF5,0.0176
Li5AuO4,2.5729
Ba3N2,0.7242
BeRuRh2,0.0021
NaBe2Fe,0.0101
Ac2O3,5.3308
ZrGeTe,0.0564
RbZn4P3,1.0336
BeVOs2,0.0031
TiCo2Si,0.0502
BiSBr,2.6672
TaGaCo2,0.03
TiSnO4,2.6654
Rb3AlO3,5.0204
TbTl,0.013
NaSi2N3,5.6425
Pr2Be2GeO7,6.2775
Ta2AgF2,5.9156
Ca4As2O,1.795
CrNi2Hg,0.0179
SrAlGeH,1.2384
NaPd3,0.0182
KVOF4,3.5515
GaH5(NF)2,4.9186
SnI2,1.5145
ScBeNi2,0.006999999999999999
Li5SiP3,1.6853
Ti2Co,0.0315
NaRuO2,1.6267
Ba4HfSc,0.0201
BaNaBi,1.1242
ScInPt2,0.0164
HoBiPt,0.1391
CaVF5,0.1126
K2BeTl,0.0142
HPbBrO,4.2819
K2O,5.371
Lu2IrPd,0.0194
Ba2CuClO2,2.7
Ca2Sn,1.021
W3O8,0.416
Sc2ZnCu,0.0138
TaCo3,0.0082
NdVO4,3.3457
TiCoO3,0.0092
PrO,0.0192
ScTaO4,5.065
K2O2,4.2401
MgO,6.8046
KTeHOF4,7.5967
RbNaS,4.5734
Er2ZnIr,0.0189
VMo2As,0.008
NaZr2CoF,1.9915
HgS,0.6292
NaGe2N3,3.8184
Y2MgSe4,2.1352
TiGaFeCo,0.1984
TmClO,6.2272
TiBe2Cd,0.0059
AgBr,1.978
Sm2CuRu,0.0811
Tm2RuPt,0.0347
K3AuO,1.7865
HfBeNb2,0.0049
PmCl3,4.8642
MnBe2Se,0.006999999999999999
PrAlO3,4.0704
KPt2S3,1.7265
Ba4CaTc,0.026
Sm2PbS4,2.6618
NaAlO2,7.3082
Na2Cu3(Ge2O)2,0.2412
DyTe2,0.0161
Si2CN4,5.8006
KBePO4,8.3622
Cd3TeO6,2.285
ClF,3.7989
Nb2SiTe4,0.0106
TlSbSe2,1.1712
SmYAg2,0.0188
KMgBi,1.3604
Cr2B,0.006
FePd,0.0048
Rb2InGaF6,4.1642
TiH8(NF3)2,4.7617
Be2NbSb,0.0264
ZrSnPt,1.0604
KAlSiO4,7.5089
Na4C2O5,5.0075
SmSiRu,0.0071
GaFeCo2,0.0197
ErVO4,3.2858
VCoTe,0.0205
U3O5,0.0078
BaH5BrO3,6.5932
Sr(FeAs)2,0.0013
K2Ag2SnSe4,1.8542
Hf(Te2Cl3)2,1.0686
NaSrBO3,6.4518
Tl3BSe3,1.5832
RbCdF3,6.2864
Lu2S3,3.4601
CaTiO3,2.8175
BaCa3O4,3.7258
NaCN,7.3035
MgTeH2O9,5.9883
TbSF,2.5689
Ba2SmMoO6,0.0052
ThSnPt,0.6815
Nd(SiPd)2,0.0036
BeV2Cr,0.0034
HoSO,2.5924
K2SbF5,6.8375
BePOs,0.0032
KPS3,2.506
Sr(H2O3)2,4.5662
TlZnF3,5.3118
BaMgIn,0.0209
Hg3As8(S4Br3)2,2.7165
K2Te,3.9507
V(CrS2)2,0.003
Er2OsPd,0.0169
Ca2MgBe,0.0098
NbCu3Se4,1.374
TiAsAu,0.0127
LuSbPt,0.4614
NbOF3,4.6796
Yb(NdS2)2,2.8344
BaMo(PO4)2,0.0136
ThSeO,1.329
KNdPdO3,0.5238
NbBr5,1.8838
K2MgCl4,7.5615
ErN,0.1304
ScCl3,3.8642
ThPt,0.0041
Er(SiPt)2,0.0105
Dy(SiOs)2,0.0016
U2Co2Sn,0.004
Y2Ge2O7,6.3754
DySiRu,0.0053
Tm2S3,3.4153
Tb(NiB)2,0.0077
Rb3InS3,4.0325
ZnSnO3,3.0497
Pr2SeO2,3.6182
Sb3O4F,3.7226
BaC2(SN)2,4.698
Re2N,0.0098
LiMgSbPd,0.0523
Na2MoO4,4.918
HfTaNO3,2.8962
SmCuS2,1.616
Lu(AlC)3,0.7421
Be4TeO7,2.6342
S(ClO)2,4.8584
Rb2PdC2,2.3724
Hg3AsS4Br,2.6268
MgH2SeO5,5.1048
LiBeH3,3.881
YOF,6.5079
LiGeBO4,3.5691
TiCdO3,3.7106
BaWN3,1.6721
MgFe(SiO3)2,1.1354
Li2FeO2,0.0085
Li6Br3N,3.9417
ZnP4,1.3999
MgTiF4,0.6066
HgBr,2.6180000000000003
Sm2TlHg,0.0163
AlBN2,4.4768
BaTiBr,0.026
PBr7,2.1497
VH6(OF)3,1.8826
BaSi2Mo,0.0029
CdGeO3,3.4412
TbAgTe2,1.2973
LiClO2,2.7661
KLiZnO2,4.205
Sm(SiNi)2,0.004
Mn2Sb,0.0102
Te2Mo3WS6,0.254
ReTeAs,0.0001
ThS,0.0092
BaErCuS3,1.6319
RbAuBr3,0.4679
K2NaAlP2,2.8606
Ag2CO3,1.7944
Ba(PdS2)2,1.1096
SmCoSi3,0.0104
CaTiF6,5.0496
NbSbRu,0.4203
NaRhO2,1.4829
Tl3Ga9S3O2,3.1899
RbYO2,5.2533
HCN,7.5907
PrAs,0.3052
Tm2BeOs,0.08
K2S,4.3032
Ca3Zn2(CuP2)2,0.4442
Rb2GeS3,3.3305
NdCo2,0.0022
SnF3,3.7845
Al2CdS4,3.3953
Dy2PbS4,2.7899
KNaTiO3,4.1912
Sc(CuSi)2,0.0077
Hf(CoSi)2,0.0052
HfBiO4,1.4624
KMgSb,1.9673
K2BeRu,0.0554
YbFeB4,0.0098
Ca2AsAu,0.5778
ScAsPt,0.4808
Co3(SnS)2,0.0277
Sr5As3O2F,6.0101
Tb(SiAg)2,0.0049
Ba2CaMo,0.0458
SmRhC2,0.0061
CuI,1.8573
DyAs,0.3381
Y2SiCO7,6.1545
Al2Tc,0.0218
MgBeBr2,0.0166
Na2YPCO7,6.0758
HfSnPd,0.3852
Ca3SnS5,1.6880000000000002
CdO,1.5115
Nd5AgS8,1.9828
Na4Ti3O8,2.7118
PdN,0.005
CeTe,0.0003
Na2PdC2,1.3339
LuBr,0.0266
TmSbPt,0.4287
SnRh,0.0204
TaBO4,4.6558
K3AlH6,5.471
Na2ZrSe3,1.9003
Zr2Au,0.0014
SrC2,2.9130000000000003
YCuO2,2.8853
Zr(PS3)2,2.012
LiErO2,6.4494
Ca2BeW,0.0047
NdTmMg2,0.0555
Sc2ZnSe4,0.9541
K3GeSe3,2.8527
Ba2Ti3O8,1.7171
MgBeGe,0.0056
Mg2SiO4,6.5565
Si3Sb2O9,5.7226
Mn3TeO8,0.0069
BeCoPd2,0.0077
SmCuO3,0.086
Ho2OsPd,0.0249
CuSnRh2,0.071
CaPtO3,1.4503
SbSI,1.2201
SmCo3B2,0.0088
ErMoClO4,3.5475
BaYAgTe3,1.1094
H6RhN5(Cl2O)3,1.7029
RbDyO2,5.4721
NbNO,2.2092
TaPd,0.0008
Li3NdSb2,0.203
Sr3BiAs,0.6026
LuTlTe2,1.099
PW,0.0242
NaCu3,0.0148
B2(CN2)3,2.8887
ReNCl4,1.7606
Ba4NbRu,0.0042
Be2CrRh,0.0023
NaB(H4N)2,7.5438
NaGaH4,7.247000000000001
BeCu,0.0471
Pr3Se4,0.0119
Al3V,0.0068
MnBe2Sn,0.0074
AgClO3,4.1749
Ba2BiBr,1.2865
BaWBr,0.1969
InS,1.8009
AlB3N4,5.0173
Na4GeO4,5.9719
Mn3(OF)2,0.3194
Sr3As2,0.5208
Yb4Cl6O,7.5359
NaLi2Pb,0.0458
RbBeO3,0.0291
BeNiPd2,0.0027
KNa2BN2,3.9277
Ni4W,0.0016
CS4,3.227
Ca2Pt3O8,1.3277
ErSb,0.1921
Ba2MgZn,0.0267
ZnCu3H6(ClO3)2,0.0245
ZrSiO4,4.5839
KBa4Ru,0.0064
Sm(HO)3,6.1258
Ca2AsI,2.0037
Ba4MoCl,0.1282
TiBeCd2,0.0054
CaC2,2.6210000000000004
K2SnBr6,2.3389
H8Pt(NCl3)2,2.3496
AsPtAu,0.0103
NbAlPt,0.0584
KAuF6,2.1403
YF3,6.9308
K3Bi,1.2375
PrIO,4.7346
BeSiN2,5.1676
Li2PmIn,0.1161
Ca(ZnSb)2,0.4085
SmBS3,3.2822
ThSb,0.0412
NaBeAs,2.3225
Lu2AgOs,0.0357
SmCuSeO,2.3454
LiVFeO4,0.0158
BC,0.0092
BaGa2,0.0113
MnSnPd2,0.0116
BaNbCr2,0.0069
Li4Ca2Mg(SiN3)2,4.2772
K3Ho,0.0227
MgH6(CO3)2,6.8594
Er2Fe2Si2C,0.0047
TbZr,0.0098
Ti(FeO2)4,0.0046
AuI,2.1208
GeS2,3.1314
Ba2TlCl,0.0178
Mg3Mn,0.0361
Ca2GeO4,5.8891
YCuF5,6.4087
BeVSe,0.0112
Na3SbO3,4.9773
TbCo2,0.0049
Ca3N2,1.2686
Zn2PHO5,5.5724
Sr2Sb,0.0104
Sr2IN,2.6845
TiFeSi,0.0177
Be2NbNi,0.0097
FeSiRu2,0.0076
TlGaSe2,1.1585
Li2Mn2O3,0.0102
Sr3Sb2,0.5366
BaTaMn2,0.0029
LuP5,0.7523
Na2Zn2O3,3.0513
PrNbO4,4.3089
Dy2CdSe4,1.8413
K2Be2O3,6.4327
TiBeW,0.0037
TiCuHg2,0.0144
Sm2CdS4,2.8117
Na2Hf2O5,4.8021
ZrBrN,2.2441
ZrZnAs,0.012
Tl2CS3,2.1297
Sc4C3,0.5766
Ho2CdS4,2.1937
NaPmTl2,0.0086
ZrTe,0.14800000000000002
Li3CuSbO5,0.3817
NaB5,0.6089
Ni2Mo,0.0003
PmBiPd2,0.0246
YH3(CO2)3,5.8812
ErTaOs2,0.0838
BaSO4,7.5763
Ca4Sb2S,1.5743
Ba4CdRu,0.014
PICl6,2.8146
Bi2SeO5,4.2462
LiBiS2,0.9389
VAg(PSe3)2,0.4059
DyBr3,3.9498
NaVS2,0.0642
Ba(SbO2)4,0.0738
K2PtC2,1.6095
MgSc2Al,0.0144
DyBO3,6.8554
Ag8S,0.0108
Li8PbO6,3.463
TmBi2IO4,2.8099
SbCl4F,2.3975
Rb3BP2,2.7418
ScS,0.0065
Lu6Sb2Mo,0.0262
NbSiIr,0.0054
Ba4VBr,0.0324
Rb2TlInCl6,3.1948
DyMoClO4,3.6004
VF4,0.6915
ErSbPt,0.4083
Tl3VO4,2.7008
NaNbN2,1.378
SrSnO3,2.9594
TbN,1.0105
Ba3Nb2O8,5.2577
CuBr,1.5402
NaMgH3,5.8803
Pu(CuSi)2,0.0024
Zn(GaSe2)2,2.839
Nd2Ta2Cl2O7,4.2273
BeCo2Rh,0.0008
IO3,2.3978
Nd3SnC,0.066
GaTe,1.0468
ZrNiSn,0.5014
Na3SbSe4,2.0591
Si2W,0.0753
AlPd,0.023
Li3VF8,2.1343
Sc2Si2O7,5.2679
Eu(PRh)2,0.0036
PrBi2BrO4,2.7159
Li4NCl,2.9192
Hg2P3Br,1.7246
Fe4C,0.0078
AgPbBrO,2.0804
TbGa,0.0039
TiGaIr2,0.0299
NaCN,7.0219
K3AsSe4,2.1229
MgS2O7,8.0494
ErNiC2,0.0271
VCoSb,0.0147
CaPS3,3.8922
AlH3,3.7313
TiGaNi2,0.0314
KLi3PbO4,2.6827
SmCuSn,0.1063
Lu2NiRu,0.0077
WCl4O,2.555
KP2AuS7,1.9068
Ag2SnHgSe4,0.4893
H4NClO,7.2476
MgAlPO5,7.8043
MnTl2SnTe4,0.0032
MnNiSb,0.0247
Li6V(OF)3,0.6703
Na2CdCl4,6.0096
Cd4SF6,3.5642
SrCuF4,6.3953
Tb(CoB3)2,0.002
BaLiTl,0.0176
CaPrAg2,0.0121
InAuO2,1.1618
TeBr2,1.6049
SrHfO3,5.4374
MnN,0.0005
LiNbSe2,0.8321
Li2PbO3,2.0974
Zn(PtO2)3,0.6706
SrBeBi,0.0089
Er3GaS6,2.9947
Mn2GaCo,0.0454
PrCoGe,0.0136
Ce(SiPt)2,0.0005
Ca3(FeN2)2,0.0109
Al3Te3I,2.5631
RbPrTe4,0.9355
HoSi,0.0039
Mo3W(Se3S)2,0.3896
Sr(DyS2)2,2.6087
ICl,2.4554
BaWCl,0.1193
HfIN,1.67
Ta2Zn2SnO8,3.1815
TiAlFeCo,0.1778
TbHO2,6.4347
SrCaIn2,0.0343
ScSnAu,0.0251
HfCu3,0.0086
Ca4PdO6,1.9845
Sr(ScS2)2,1.9018
BaF2,9.2842
Ba2AsAu,0.9202
DyB6,0.0232
HfPd,0.0121
BiF5,0.0124
Rb3Tc,0.0726
PrCuO2,2.6374
BaBeSiO4,7.3364
MnGeO3,7.6603
NdAs,0.3055
CaSi2SnO6,4.3107
TiBe2Pb,0.0053
CdGeO3,2.4314
HoSbPt,0.3979
TiBeSe2,0.0019
HoScO3,5.3969
SrZr2Nb,0.0058
KScO2,4.9
NaZnP,1.7558
Mo2W(Se2S)2,1.1456
SnC,1.4340000000000002
NaPN2,6.4713
K2BeTe,0.3511
Tb(FeB)2,0.0038
YbSnPd2,0.0207
Cd3(ClO)2,2.8731
ZrPbO3,3.9796
HoTaO4,5.3012
NbGaO4,3.9808
Cd(AsO3)2,3.6901
Al2Te5,1.5474
NbBO4,3.0129
MgGeO3,3.9731
Pr2ZnIr,0.0214
Al2Te3,2.2727
KBaSiHO4,6.6935
LiHfAs,0.0068
Ca5As3O2F,6.0662
Sr4Zn3F4,7.3854
CaSbF6,5.5012
TbS,0.0072
Rb3MgH5,4.5357
NaNbS2,1.1504
TaTiMn2,0.0116
NdGa3(B2O)2,6.5464
YMoClO4,3.6058
Be2WSe,0.0334
ScBPd3,0.0129
TbGa2,0.009000000000000001
CrAgO2,0.0068
Be(HO)2,7.591
AlZnIr2,0.0343
AlHO2,6.5194
Be2ZnRu,0.0186
Al6C3N2,0.3675
Pr2PbS4,2.6575
Ba2YZn,0.0376
CuCO3,0.0786
MgCrO3,0.0022
Na2(CdSi)3,4.7177
RbAuN2,1.6239
TiBeCo2,0.0052
2-Feb,0.0119
PAuClF3,4.4432
FeSn2(CN)6,3.8428
NdS,0.0193
Ti4Bi2O,2.5980000000000003
Ba2ZnN2,1.0822
Na3CuCSO7,2.3938
BaZnP2,0.0047
Ba(BS2)2,3.5862
BeCo4Pt,0.011
FeTe2,0.0411
BaSr2Ca,0.0045
Pm5Mg,0.0173
RbAuS,3.313
K4Au6S5,2.5540000000000003
LiCu2Pd,1.3236
Sc3Si3Ni,0.0071
KTbGeS4,3.4115
CoSe,0.0068
Ho7FeI2,0.3455
PdS2,0.0251
P2Pd,0.4997
NbAgF6,2.0551
Ge2S3I2,3.2203
BrCl,2.8975
RbHoS2,3.5441
Ba2YZr,0.0187
NaH,7.2051
Ca(AuO2)2,1.9399
NbAgO3,1.6399
NaMgSb,1.7263
V3Ni,0.0055
K2Mg2Si2O7,7.2414
PrBN2,2.9825
CaTi2O5,3.3601
Sc2AgOs,0.015
Li4VTe3O2,0.0618
Pd(Se3Cl)2,1.5624
CaAlSiO4F,7.6149
CoI2,0.0045
KBrO3,4.7787
K2PtBr4,2.0036
Rb3BrO,2.2030000000000003
TmHg,0.031
BiBO3,4.5232
Ga2TeO6,2.1685
Sm2Zr2O7,4.4428
SmSbO4,3.3766
Sn3As4,1.1383
NdTlS2,2.206
TbBPd3,0.0046
Li2AlVO4,0.2809
SbHO3,2.1526
PrPtF7,2.5836
Be2ZnW,0.0078
KPF6,9.807
BaBiBO4,4.582
HfMnBe2,0.0122
Y2Ti2O7,3.1149
U(SiPt)2,0.0011
CN2,5.9486
TaBeIn,0.0041
Na4I2O,3.7058
Pr3Al,0.009000000000000001
Be2HgPd,0.0282
RbF,8.9935
PmGaAg2,0.0718
NaCr2O4,0.0025
KRb2MoF6,2.5786
KInO2,4.0632
Na5CoO4,0.4598
H6CIN,5.6738
Tb4Se3N2,1.9966
Mg(BeAs)2,1.2671
KHSeO3,5.892
BePIr,0.0203
LiTiBe2,0.0061
AgF,2.0894
ScPO4,4.8610000000000015
BaCaTl,0.0426
Ga(MoS2)4,1.3346
NaAuF4,2.3875
Be2FePt,0.0421
Mn2B,0.006999999999999999
Ba4ScCd,0.0344
XeO3,2.0989
RbNa2AuO2,3.3772
H4IN,5.319
TiBeOs4,0.015
HfSiNi,0.0963
Sr4Ti3,2.3186
NaAgF4,1.4175
SrLiP,1.7285
TeWO6,2.1555
NaCNO,7.3966
Zn(RhO2)2,1.2111
LiBiF5,0.2086
SmCdAu2,0.03
Te2Pt,0.0205
Sr3Co(CN)3,1.5974
LuTlO2,2.0803
Mg3ZnO4,5.1398
Ba3Si6(NO)2,7.0154
Nb3O7F,2.1328
Ba(CdP)2,1.3631
Hg2GeSe4,1.4127
AlVFe2,0.0341
PrPt,0.0102
HoSiIr,0.0079
Li3NbS4,3.0689
K2Se3,1.6442
TeF4,6.4655
CdGe2O5,3.4883
NbBr3O,2.4263
InPO4,5.0687
AlCuSe2,1.7755
Pm2IrPd,0.015
TmBi2ClO4,3.2385
KrF2,4.0063
NdSb,0.2002
RbSbF6,6.6607
CaCdO2,2.4698
PuNi,0.0054
NbO2F,2.2143
LiCaMgSiN3,4.0379
Mg9Cu,4.5664
InTeBr,2.4074
Nd2TeO2,2.4404
NaNdO2,5.3772
ScHO2,5.3239
ScSi2,0.0085
TaAlO4,3.162
NpC,0.0055
BeIn2Sb,0.004
Rb2TeCl6,2.9561
Rb2Be2O3,6.1112
ZnS,3.5923
Tm2MgSe4,2.2985
HfTc2W,0.0665
IF7,2.3779
PrBr3,4.5252
MgSiN2,5.1354
NbCu3Te4,1.1322
Sm2SeO2,3.697
BeNbTl,0.0047
K2ZnO2,4.1571
BaCl2,7.331
YIO,3.2241
BaAlSi,0.0048
AuCl,2.4068
HfZrBe,0.0044
LuTe3,0.0022
Al2ZnTe4,2.4753
Tm2Al3Si2,0.0118
CrHgF6,1.5772
K2BaGa,0.0049
Na2CdSnS4,3.3978
Co5SnO2,0.0784
IrI3,1.459
Zn3CdS4,3.2052
BeCuRh2,0.0053
Ba2H3I,3.0558
HfAl3,0.005
Er3SnC,0.0627
AlCuTe2,1.8218
RuAu3,0.0023
Rb2Zr2O5,3.4891
AlFe3,0.006
Te4W3Se2,0.2734
ScTlO3,1.8918
TaBe2,0.086
Y2Ti2S2O5,1.0912
YbS2,2.0852
P3Ru,1.0154
BeSnAs2,1.2608
MgTiO3,2.5519
CuSe2Br,0.792
Ti3InN,0.0296
Mo2H2O7,2.7276
Ba(NdS2)2,2.4701
K2ZnF4,7.1535
NaZnSb,0.1306
GaP,2.3733
ZnCoF4,3.5214
Ca4PtO6,2.6396
H4N2O3,0.394
LiBeSb,1.3067
Er2NiRu,0.0204
VTe2,0.0038
Ba4NaSb,0.0225
AlTlI4,4.2038
FeCoSn,0.0217
Be2NiPt,0.012
RuI,0.006999999999999999
LiAs,0.918
Ba(CuS)2,1.2625
BaSnO3,2.1657
LiAlTe2,3.0278
ZrSe2,0.5196
IrCl3,2.0974
MnBe2Nb,0.0073
GaBr3,4.5019
Ca(NiAs)2,0.0205
NbAlFe2,0.0982
K3Na(SO4)2,8.7022
Mg3As2,1.4056
Tb3SbO7,4.2005
SnHgO3,0.2922
SmTmMg2,0.0255
GeClF,3.5098
ErSn2,0.003
WCl6,2.2651
BaZrCu2,0.0265
YbMgGe,0.0523
HgI,2.0667
Zn2SiO4,4.1622
SmNi2,0.0312
NaLi3(H2N)4,3.0488
K2PdO2,1.556
RbUN3O,0.6695
TlInS2,0.9331
Tm2ZnPt,0.0221
BiF4,1.6769
Er(CuSi)2,0.0255
Al3NO3,5.6027
CaNiTe,0.4402
MgSn2O5,3.2975
Zr(MoO4)2,3.7726
ErBiPt,0.1383
SmH3,0.4145
BaMgPb,0.0072
Ti2InCo,0.0217
SrSe,3.1237
K3ZnH5,5.772
NaScO2,5.2120000000000015
Mn4NiO8,0.0017
TlCl,3.7963
LiBi(PdO2)2,1.0417
Ca(BH4)2,6.6389
BeTlSe,0.0128
TiPbO3,1.6989
Tm2SiO5,6.8804
Si3H,1.646
Hg2SeO3,2.8618
MnInRh2,0.0027
Np(FeSi)2,0.0026
ScBeV,0.0029
Rb3Nd,0.0079
TlZnAsO4,4.334
HfBeTl,0.0169
Ba(P2Pd)2,0.059
Cr3AgO8,0.0315
Li(TiSe2)3,0.0154
In2HgO4,1.7271
Be2TlPd,0.0076
BaGa4S7,3.392
K5As4,0.012
SmMgGa,0.0307
Na4WO4,3.5188
Tb2TeO2,2.0682
ZnCu2SnSe4,0.4642
KSrCO3F,7.3681
HfBe2Ru,0.0198
NpP3,0.0003
InAgSe2,1.0016
K3ClO,3.6055
TlInTe2,0.9883
K2CuSb,1.7417
Hg(SbO3)2,2.0293
ZrAlAu2,0.0284
Er2NiOs,0.0404
KHoS2,3.2984
TmAlO3,7.7029999999999985
Sr3SbN,0.8436
BeCuCl,0.0389
K4ZnP2,2.5034
HoMn2,0.0061
ClF3,4.4632
MgTe2,1.7275
K2TiS3,1.3426
BeHgMo,0.019
KH8N3,5.0688
CdBiO3,1.0905
Se2NCl3,1.1918
Zn(SbO3)2,1.858
TmCdAu2,0.04
ZnMo3,0.0114
Zr7(NO2)4,3.2456
Sr2I2O,4.4648
CuAs4S3Cl,2.0332
SmSnAu,0.0298
NaNb(CuS2)2,1.7812
NbCrW,0.0027
KAgBr3,0.1046
AgHg,0.0073
SmTaO4,4.7010000000000005
TaTe2,0.0096
Zn(InSe2)2,2.2235
As2Se3,2.0089
Ba4Tb2Cd3,2.69
Ba2SmNbO6,3.6772
Ba3P2,0.8486
NaScS2,2.3437
BaZrF6,6.7461
Be3N2,5.4542
V2Zn3O8,2.9386
NaC4N3,5.0719
Li4MnBe,0.0287
Sc2PdPt,0.0299
PrNiC2,0.0024
Y2BeBr,0.0293
HNO,4.9186
LuCuSi,0.0098
TiCo2Ge,0.0332
Na2TiO3,3.7322
BaSc2Be,0.0068
ScTlS2,1.4275
HfAlRh2,0.0919
K2NaInAs2,1.9833
Zn3TeAs2Pb3O4,4.3933
KRbO,4.1560000000000015
Zn2P2O7,5.9726
Rb2PtS2,1.7019
NaBO2,7.0598
Ta3B4,0.0102
V2InC,0.0032
KNO2,3.8738
Na3NiO2,0.2717
CoSn2,0.0049
CdRhF6,2.2514
RbLiO,4.7789
NaPaO3,3.3046
IrCl3,0.5813
NaBeSi2,0.0045
ErRh,0.0043
CrAuS2,0.0013
Sn2Rh,0.0019
VClO,0.0005
Sr3SbAs,0.5594
Tl2Au4S3,1.5779
Na3AsO4,6.2061
Ca(BeP)2,1.2165
Ni(HO)2,0.0003
Ti6O,0.0081
Cd(AgI2)2,2.9878
CrNi3,0.0313
YbBiAu,0.0043
CF2,6.4576
BiO,0.0043
ZnCu2GeS4,1.031
H2OsN5Cl3O,2.8106
Cd(GaS2)2,3.7064
LiBeN,3.9117
Na2CO3,7.0028
NiO,0.0122
PtF4,1.6583
BaPbCl,0.0135
Er(CoB)2,0.0073
MoCl4O,1.7921
Lu2AgRu,0.031
NbAlO4,3.9694
Na2H6Ir,4.1688
Yb(BiTe2)2,1.1322
K2BeRh,0.0222
Na2BeGe,0.7464
BeCdPd2,0.0176
Sm4Cl6O,0.0628
CO2,6.2499
BeNiCl,0.0242
HfGaIr2,0.0269
CsCaH3,5.0084
CaBePb2,0.0104
NaMgBO3,6.4736
MgZrIr2,0.0288
Ba2SbBr,1.3529
SrZrBe2,0.012
K4Ru2O,0.6844
BeRe2Hg,0.0099
KNaICl,6.4705
Yb3PbO,0.1534
TaAlPt,0.0765
InRh,0.0112
BeAlH5,5.3235
Cr2B,0.0019
CdHClO,4.5842
BaCu2Cl,0.0302
Pb(ClO2)2,2.6796
AlInO3,4.0608
Ag2H3IO6,1.1016
BeNbRh,0.0017
CaThBr6,2.628
KH4O2F,8.8483
SmHoRh2,0.0454
CrGaFe2,0.0331
Na8NO3,3.0744
MgMnRh2,0.0108
RbP(HO2)2,8.2503
HfFe2,0.005
Ba4FePd,0.0203
Nd3Hg,0.01
Cd(CN)2,7.4003
UI4,0.0012
Ga3Fe,0.5385
BeTlMo,0.0117
TaInNi,0.0226
CaTaAlO5,5.2103
HfTe2,0.0087
KPAuSe3,1.7882
Ba3In2Cl2O5,3.2443
BaThO3,4.4506
Ba2MnSn,0.0107
CdSnSb2,0.6261
Li2Ti2V3,0.0063
ZnSe,2.6676
Ni(BMo)2,0.0212
CdHgAsBr,2.0881
RuCl(OF3)2,0.4843
Nb2CrSe4,0.0058
MoCl4,0.0048
BMo2,0.0056
LuMgPd2,0.0111
AgCSN,3.382
TbCdAu2,0.0143
Rb3Os,0.3255
RbGaO2,4.5494
Ba4ZnTc,0.0739
TmPO4,8.243
H5PbCI3N2,2.0758
U2PN2,0.0093
AlBiSeCl4,3.3219
BaYCl5,4.8364
TbCrB4,0.0086
Si2H2O5,7.0906
MgTi4O9,2.7898
SmNbO4,4.1913
Sc2MnAs,0.1748
KCuSe,1.7573
CuSnH2(NO3)2,3.1051
Ba(Si3N4)2,4.4225
ErMgZn2,0.0417
SrCuSF,2.8153
SiH8,9.0917
EuMgH4,0.004
NbSbRh,0.0126
Ba2SrWO6,3.8501
HgCN2,3.0186
Ba4SiSe,0.0335
GeTe,0.3469
K2H4Pt,3.9943
Si2Mo,0.4164
RbSrCO3F,7.3611
Th(TeI)2,1.4473
